CADRE GENE ID,AFUB Gene ID,Af293 orthologue,public id,Description for A1163,Description for Af293
CADAFUBG00009537,AFUB_096350,CADAFUAG00000589,AFUA_6G01990,"rRNA processing protein Ipi1, putative; encoded by transcript AFUB_096350A",Pre-rRNA-processing protein ipi1  [Source:UniProtKB/Swiss-Prot;Acc:Q4WCP8]
CADAFUBG00009538,AFUB_096360,CADAFUAG00000473,AFUA_6G01980,haemolysin-III family protein; encoded by transcript AFUB_096360A,"Afu6g01980 (Alt. Locus), haemolysin-III family protein"
CADAFUBG00009539,AFUB_096370,CADAFUAG00000719,AFUA_6G01970,GATA transcriptional activator AreA; encoded by transcript AFUB_096370A,"Afu6g01970 (Alt. Locus), GATA transcriptional activator AreA, similar to SP:P17429: nitrogen regulatory protein areA (Emericella nidulans)"
CADAFUBG00009540,AFUB_096380,CADAFUAG00000662,AFUA_6G01960,"C6 finger domain protein, putative; encoded by transcript AFUB_096380A","Afu6g01960 (Alt. Locus), C6 finger domain protein, putative"
CADAFUBG00009541,AFUB_096390,CADAFUAG00000717,AFUA_6G01950,conserved hypothetical protein; encoded by transcript AFUB_096390A,"Afu6g01950 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009542,AFUB_096400,CADAFUAG00000613,AFUA_6G01940,dienelactone hydrolase family protein; encoded by transcript AFUB_096400A,"Afu6g01940 (Alt. Locus), dienelactone hydrolase family protein, contains a DLH domain PMID: 2380986"
CADAFUBG00009543,AFUB_096410,CADAFUAG00000512,AFUA_6G01930,"MFS transporter (Seo1), putative; encoded by transcript AFUB_096410A","Afu6g01930 (Alt. Locus), MFS transporter Seo1, putative, similar to Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide; Seo1p (GI:6319250) (Saccharomyces cerevisiae)"
CADAFUBG00009544,AFUB_096420,CADAFUAG00000579,AFUA_6G01920,"xenobiotic compound monooxygenase, DszA family; encoded by transcript AFUB_096420A","Afu6g01920 (Alt. Locus), xenobiotic compound monooxygenase, DszA family"
CADAFUBG00009545,AFUB_096430,CADAFUAG00000742,AFUA_6G01910,"C2H2 finger domain protein, putative; encoded by transcript AFUB_096430A","Afu6g01910 (Alt. Locus), C2H2 finger domain protein, putative"
CADAFUBG00009546,AFUB_096440,CADAFUAG00000429,AFUA_6G01905,conserved hypothetical protein; encoded by transcript AFUB_096440A,"Afu6g01905 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009547,AFUB_096450,CADAFUAG00000703,AFUA_6G01900,conserved hypothetical protein; encoded by transcript AFUB_096450A,"Afu6g01900 (Alt. Locus), flavin-binding monooxygenase-like protein, contains Flavin-binding monooxygenase-like domain"
CADAFUBG00009548,AFUB_096460,CADAFUAG00000484,AFUA_6G01880,hypothetical protein; encoded by transcript AFUB_096460A,"Afu6g01880 (Alt. Locus), hypothetical protein"
CADAFUBG00009549,AFUB_096470,CADAFUAG00000500,AFUA_6G01870,conserved hypothetical protein; encoded by transcript AFUB_096470A,"Afu6g01870 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009550,AFUB_096480,CADAFUAG00000421,AFUA_6G01860,"MFS lactose permease, putative; encoded by transcript AFUB_096480A","Afu6g01860 (Alt. Locus), MFS lactose permease, putative"
CADAFUBG00009551,AFUB_096490,CADAFUAG00000433,AFUA_6G01850,conserved hypothetical protein; encoded by transcript AFUB_096490A,"Afu6g01850 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009552,AFUB_096500,CADAFUAG00000549,AFUA_6G01840,"C6 transcription factor, putative; encoded by transcript AFUB_096500A","Afu6g01840 (Alt. Locus), C6 transcription factor, putative"
CADAFUBG00009553,AFUB_096510,CADAFUAG00000718,AFUA_6G01830,"O-methyltransferase, putative; encoded by transcript AFUB_096510A","Afu6g01830 (Alt. Locus), O-methyltransferase, putative, similar to OMNI:GMSORF4988: O-methyltransferase {Mycobacterium smegmatis str. MC2 155;}"
CADAFUBG00009554,AFUB_096520,CADAFUAG00000526,AFUA_6G01820,"MFS transporter, putative; encoded by transcript AFUB_096520A","Afu6g01820 (Alt. Locus), MFS transporter, putative"
CADAFUBG00009555,AFUB_096530,CADAFUAG00000539,AFUA_6G01810,"cytochrome P450, putative; encoded by transcript AFUB_096530A","Afu6g01810 (Alt. Locus), cytochrome P450 oxidoreductase, putative"
CADAFUBG00009556,AFUB_096540,,,tRNA-Gln; anticodon TTG [Source: TRNASCAN-SE],
CADAFUBG00009557,AFUB_096550,CADAFUAG00000644,AFUA_6G01800,"endoglucanase, putative; encoded by transcript AFUB_096550A","Afu6g01800 (Alt. Locus), endoglucanase, putative, (3.2.1.4)"
CADAFUBG00009558,AFUB_096560,CADAFUAG00000727,AFUA_6G01790,conserved hypothetical protein; encoded by transcript AFUB_096560A,"Afu6g01790 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009559,AFUB_096570,,,hypothetical protein; encoded by transcript AFUB_096570A,
CADAFUBG00009560,AFUB_096580,,,hypothetical protein; encoded by transcript AFUB_096580A,
CADAFUBG00009561,AFUB_096590,,,hypothetical protein; encoded by transcript AFUB_096590A,
CADAFUBG00009562,AFUB_096600,,,conserved hypothetical protein; encoded by transcript AFUB_096600A,
CADAFUBG00009563,AFUB_096610,CADAFUAG00009215,AFUA_1G00770,conserved hypothetical protein; encoded by transcript AFUB_096610A,"Afu1g00770 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009564,AFUB_096620,,,conserved hypothetical protein; encoded by transcript AFUB_096620A,
CADAFUBG00009565,AFUB_096630,,,conserved hypothetical protein; encoded by transcript AFUB_096630A,
CADAFUBG00009566,AFUB_096640,CADAFUAG00007254,AFUA_1G16040,conserved hypothetical protein; encoded by transcript AFUB_096640A,"Afu1g16040 (Alt. Locus), ferric-chelate reductase, putative, similar to metalloreductase FreA (GI:24431223) (Emericella nidulans) similar to ferric reductase, FRE2 (GI:549758) (Saccharomyces cerevisiae), (1.16.1.-)"
CADAFUBG00009567,AFUB_096650,,,hypothetical protein; encoded by transcript AFUB_096650A,
CADAFUBG00009568,AFUB_096660,,,conserved hypothetical protein; encoded by transcript AFUB_096660A,
CADAFUBG00009569,AFUB_096670,,,conserved hypothetical protein; encoded by transcript AFUB_096670A,
CADAFUBG00009570,AFUB_096680,,,conserved hypothetical protein; encoded by transcript AFUB_096680A,
CADAFUBG00009571,AFUB_096690,,,C2H2 finger domain protein; encoded by transcript AFUB_096690A,
CADAFUBG00009572,AFUB_096700,CADAFUAG00001535,AFUA_6G00770,"extracellular arabinanase, putative; encoded by transcript AFUB_096700A","Afu6g00770 (Alt. Locus), extracellular arabinanase, putative"
CADAFUBG00009573,AFUB_096710,CADAFUAG00001533,AFUA_6G00760,"glutathione S-transferase, putative; encoded by transcript AFUB_096710A","Afu6g00760 (Alt. Locus), glutathione S-transferase, putative, (2.5.1.18)"
CADAFUBG00009574,AFUB_096720,CADAFUAG00001556,AFUA_6G00750,"pyruvate decarboxylase, putative; encoded by transcript AFUB_096720A","Afu6g00750 (Alt. Locus), pyruvate decarboxylase, putative, (4.1.1.1)"
CADAFUBG00009575,AFUB_096730,CADAFUAG00001498,AFUA_6G00740,conserved hypothetical protein; encoded by transcript AFUB_096730A,"Afu6g00740 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009576,AFUB_096740,CADAFUAG00001497,AFUA_6G00730,hypothetical protein; encoded by transcript AFUB_096740A,"Afu6g00730 (Alt. Locus), hypothetical protein"
CADAFUBG00009577,AFUB_096750,CADAFUAG00001504,AFUA_6G00720,conserved hypothetical protein; encoded by transcript AFUB_096750A,"Afu6g00720 (Alt. Locus), LysM domain protein, putative"
CADAFUBG00009578,AFUB_096760,CADAFUAG00001525,AFUA_6G00710,"MFS transporter, putative; encoded by transcript AFUB_096760A","Afu6g00710 (Alt. Locus), MFS transporter, putative, similar to high affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA); Tna1p (GI:6321698) (Saccharomyces cerevisiae)"
CADAFUBG00009579,AFUB_096770,,,hypothetical protein; encoded by transcript AFUB_096770A,
CADAFUBG00009580,AFUB_096780,CADAFUAG00001495,AFUA_6G00690,conserved hypothetical protein; encoded by transcript AFUB_096780A,"Afu6g00690 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009581,AFUB_096790,CADAFUAG00001493,AFUA_6G00680,conserved hypothetical protein; encoded by transcript AFUB_096790A,"Afu6g00680 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009582,AFUB_096800,CADAFUAG00001558,AFUA_6G00670,extracellular serine-rich protein; encoded by transcript AFUB_096800A,"Afu6g00670 (Alt. Locus), extracellular serine-rich protein, similar to conserved hypothetical protein 1 (Leptosphaeria maculans)"
CADAFUBG00009583,AFUB_096810,CADAFUAG00001506,AFUA_6G00660,conserved hypothetical protein; encoded by transcript AFUB_096810A,"Afu6g00660 (Alt. Locus), FAD binding domain protein"
CADAFUBG00009584,AFUB_096820,CADAFUAG00001537,AFUA_6G00650,hypothetical protein; encoded by transcript AFUB_096820A,"Afu6g00650 (Alt. Locus), hypothetical protein"
CADAFUBG00009585,AFUB_096830,CADAFUAG00001502,AFUA_6G00640,integral membrane protein; encoded by transcript AFUB_096830A,"Afu6g00640 (Alt. Locus), integral membrane protein"
CADAFUBG00009586,AFUB_096840,CADAFUAG00001542,AFUA_6G00630,"MFS transporter, putative; encoded by transcript AFUB_096840A","Afu6g00630 (Alt. Locus), MFS transporter, putative"
CADAFUBG00009587,AFUB_096850,CADAFUAG00001496,AFUA_6G00620,GPI anchored hypothetical protein; encoded by transcript AFUB_096850A,"Afu6g00620 (Alt. Locus), GPI anchored hypothetical protein"
CADAFUBG00009588,AFUB_096860,CADAFUAG00001549,AFUA_6G00610,hypothetical protein; encoded by transcript AFUB_096860A,"Afu6g00610 (Alt. Locus), hypothetical protein"
CADAFUBG00009589,AFUB_096870,CADAFUAG00001538,AFUA_6G00600,conserved hypothetical protein; encoded by transcript AFUB_096870A,"Afu6g00600 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009590,AFUB_096880,,,hypothetical protein; encoded by transcript AFUB_096880A,
CADAFUBG00009591,AFUB_096890,,,hypothetical protein; encoded by transcript AFUB_096890A,
CADAFUBG00009592,AFUB_096900,CADAFUAG00001552,AFUA_6G00590,peptide mating pheromone Bbp2-1; encoded by transcript AFUB_096900A,"Afu6g00590 (Alt. Locus), secreted peptide, putative"
CADAFUBG00009593,AFUB_096910,CADAFUAG00001529,AFUA_6G00580,ankyrin repeat protein; encoded by transcript AFUB_096910A,"Afu6g00580 (Alt. Locus), ankyrin repeat protein, similar to Ankyrin 2; Brain ankyrin; Ankyrin B; Ankyrin, nonerythroid (Swiss-Prot:Q01484) (Homo sapiens)"
CADAFUBG00009594,AFUB_096920,CADAFUAG00001511,AFUA_6G00570,conserved hypothetical protein; encoded by transcript AFUB_096920A,"Afu6g00570 (Alt. Locus), conserved hypothetical protein, potential sequencing errors"
CADAFUBG00009595,AFUB_096930,CADAFUAG00001523,AFUA_6G00560,hypothetical protein; encoded by transcript AFUB_096930A,"Afu6g00560 (Alt. Locus), hypothetical protein"
CADAFUBG00009596,AFUB_096940,CADAFUAG00001532,AFUA_6G00555,hypothetical protein; encoded by transcript AFUB_096940A,"Afu6g00555 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009597,AFUB_096950,CADAFUAG00001534,AFUA_6G00550,"glycosyl transferase family 8 family, putative; encoded by transcript AFUB_096950A","Afu6g00550 (Alt. Locus), glycosyl transferase family 8 family, putative"
CADAFUBG00009598,AFUB_096960,CADAFUAG00001503,AFUA_6G00540,conserved hypothetical protein; encoded by transcript AFUB_096960A,"Afu6g00540 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009599,AFUB_096970,CADAFUAG00001520,AFUA_6G00530,conserved hypothetical protein; encoded by transcript AFUB_096970A,"Afu6g00530 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009600,AFUB_096980,CADAFUAG00001553,AFUA_6G00520,conserved hypothetical protein; encoded by transcript AFUB_096980A,"Afu6g00520 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009601,AFUB_096990,,,tRNA-Val; anticodon AAC [Source: TRNASCAN-SE],
CADAFUBG00009602,AFUB_097000,CADAFUAG00001492,AFUA_6G00510,NADP-dependent alcohol dehydrogenase; encoded by transcript AFUB_097000A,"Afu6g00510 (Alt. Locus), NADP-dependent alcohol dehydrogenase, (1.1.1.1)"
CADAFUBG00009603,AFUB_097010,CADAFUAG00001517,AFUA_6G00500,"chitosanase, putative; encoded by transcript AFUB_097010A","Afu6g00500 (Alt. Locus), chitosanase, putative, (3.2.1.132)"
CADAFUBG00009604,AFUB_097020,CADAFUAG00001507,AFUA_6G00490,DUF521 domain protein; encoded by transcript AFUB_097020A,"Afu6g00490 (Alt. Locus), DUF521 domain protein"
CADAFUBG00009605,AFUB_097030,CADAFUAG00001507,AFUA_6G00490,hypothetical protein; encoded by transcript AFUB_097030A,"Afu6g00490 (Alt. Locus), DUF521 domain protein"
CADAFUBG00009606,AFUB_097040,CADAFUAG00001515,AFUA_6G00480,hypothetical protein; encoded by transcript AFUB_097040A,"Afu6g00480 (Alt. Locus), hypothetical protein"
CADAFUBG00009607,AFUB_097050,CADAFUAG00001522,AFUA_6G00470,"plasma membrane zinc ion transporter, putative; encoded by transcript AFUB_097050A","Afu6g00470 (Alt. Locus), plasma membrane zinc ion transporter, putative"
CADAFUBG00009608,AFUB_097060,CADAFUAG00001531,AFUA_6G00460,hypothetical protein; encoded by transcript AFUB_097060A,"Afu6g00460 (Alt. Locus), hypothetical protein"
CADAFUBG00009609,AFUB_097070,CADAFUAG00001528,AFUA_6G00450,"feruloyl esterase, putative; encoded by transcript AFUB_097070A","Afu6g00450 (Alt. Locus), feruloyl esterase, putative, (3.1.1.73)"
CADAFUBG00009610,AFUB_097080,CADAFUAG00001509,AFUA_6G00440,"cation diffusion facilitator, putative; encoded by transcript AFUB_097080A","Afu6g00440 (Alt. Locus), cation diffusion facilitator, putative"
CADAFUBG00009611,AFUB_097090,CADAFUAG00001500,AFUA_6G00430,IgE-binding protein; encoded by transcript AFUB_097090A,IgE-binding protein Fragment  [Source:UniProtKB/TrEMBL;Acc:O74263]
CADAFUBG00009612,AFUB_097100,,,hypothetical protein; encoded by transcript AFUB_097100A,
CADAFUBG00009613,AFUB_097110,CADAFUAG00001518,AFUA_6G00412,"Choline transporter, putative; encoded by transcript AFUB_097110A","Afu6g00410 (Alt. Locus), amino acid permease, putative"
CADAFUBG00009614,AFUB_097120,CADAFUAG00001501,AFUA_6G00400,conserved hypothetical protein; encoded by transcript AFUB_097120A,"Afu6g00400 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009615,AFUB_097130,CADAFUAG00001524,AFUA_6G00390,"aminotransferase, putative; encoded by transcript AFUB_097130A","Afu6g00390 (Alt. Locus), aminotransferase, putative, (2.6.1.-)"
CADAFUBG00009616,AFUB_097140,,,conserved hypothetical protein; encoded by transcript AFUB_097140A,
CADAFUBG00009617,AFUB_097150,CADAFUAG00001510,AFUA_6G00370,"aminotransferase, putative; encoded by transcript AFUB_097150A","Afu6g00370 (Alt. Locus), aminotransferase, putative"
CADAFUBG00009618,AFUB_097160,CADAFUAG00001499,AFUA_6G00360,DUF453 domain protein; encoded by transcript AFUB_097160A,"Afu6g00360 (Alt. Locus), DUF453 domain protein"
CADAFUBG00009619,AFUB_097170,CADAFUAG00001539,AFUA_6G00350,hypothetical protein; encoded by transcript AFUB_097170A,"Afu6g00350 (Alt. Locus), hypothetical protein"
CADAFUBG00009620,AFUB_097180,CADAFUAG00001557,AFUA_6G00340,hypothetical protein; encoded by transcript AFUB_097180A,"Afu6g00340 (Alt. Locus), hypothetical protein"
CADAFUBG00009621,AFUB_097190,CADAFUAG00001519,AFUA_6G00330,hypothetical protein; encoded by transcript AFUB_097190A,"Afu6g00330 (Alt. Locus), hypothetical protein"
CADAFUBG00009622,AFUB_097200,CADAFUAG00001526,AFUA_6G00320,integral membrane protein; encoded by transcript AFUB_097200A,"Afu6g00320 (Alt. Locus), integral membrane protein"
CADAFUBG00009623,AFUB_097210,CADAFUAG00001543,AFUA_6G00310,"serine carboxypeptidase (CpdS), putative; encoded by transcript AFUB_097210A",Carboxypeptidase 4  [Source:UniProtKB/TrEMBL;Acc:Q5VJG8]
CADAFUBG00009624,AFUB_097220,CADAFUAG00001548,AFUA_6G00300,"serine palmitoyltransferase 1, putative; encoded by transcript AFUB_097220A","Afu6g00300 (Alt. Locus), serine palmitoyltransferase 1, putative, (2.3.1.50)"
CADAFUBG00009625,AFUB_097230,CADAFUAG00001540,AFUA_6G00290,"aminotransferase, putative; encoded by transcript AFUB_097230A","Afu6g00290 (Alt. Locus), aminotransferase, putative, (2.6.1.1)"
CADAFUBG00009626,AFUB_097240,CADAFUAG00001546,AFUA_6G00280,isoflavone reductase family protein; encoded by transcript AFUB_097240A,"Afu6g00280 (Alt. Locus), NmrA-like family protein, (1.3.1.-)"
CADAFUBG00009627,AFUB_097250,CADAFUAG00001550,AFUA_6G00270,conserved hypothetical protein; encoded by transcript AFUB_097250A,"Afu6g00270 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009628,AFUB_097260,CADAFUAG00001516,AFUA_6G00260,phosphatidylserine decarboxylase family protein; encoded by transcript AFUB_097260A,"Afu6g00260 (Alt. Locus), phosphatidylserine decarboxylase family protein, similar to GB:CAD70424.1: phosphatidylserine decarboxylase           (Neurospora crassa), (4.1.1.-)"
CADAFUBG00009629,AFUB_097270,CADAFUAG00001544,AFUA_6G00250,"GPI anchored protein, putative; encoded by transcript AFUB_097270A","Afu6g00250 (Alt. Locus), GPI anchored protein, putative"
CADAFUBG00009630,AFUB_097280,CADAFUAG00001505,AFUA_6G00240,"4-hydroxyphenylpyruvate dioxygenase, putative; encoded by transcript AFUB_097280A","Afu6g00240 (Alt. Locus), 4-hydroxyphenylpyruvate dioxygenase, putative, similar to 3-dehydroshikimate dehydratase (EC 4.2.1.-) (DHS dehydratase)(DHSase). (Swiss-Prot:P07046) (Neurospora crassa;) PMID: 2525625, (4.2.1.-)"
CADAFUBG00009631,AFUB_097290,CADAFUAG00001536,AFUA_6G00230,isoflavone reductase family protein; encoded by transcript AFUB_097290A,"Afu6g00230 (Alt. Locus), NmrA-like family protein, similar to GB:CAE47970.1: CipA protein, putative {Aspergillus             fumigatus;}, (1.3.1.-)"
CADAFUBG00009632,AFUB_097300,CADAFUAG00001554,AFUA_6G00220,"fungal specific transcription factor, putative; encoded by transcript AFUB_097300A","Afu6g00220 (Alt. Locus), fungal specific transcription factor, putative"
CADAFUBG00009633,AFUB_097310,CADAFUAG00001545,AFUA_6G00210,"monocarboxylate transporter, putative; encoded by transcript AFUB_097310A","Afu6g00210 (Alt. Locus), monocarboxylate transporter, putative"
CADAFUBG00009634,AFUB_097320,CADAFUAG00001527,AFUA_6G00200,"C6 transcription factor, putative; encoded by transcript AFUB_097320A","Afu6g00200 (Alt. Locus), C6 transcription factor, putative, similar to zinc binuclear cluster protein Zfr1 (GI:40288409) (Gibberella moniliformis)"
CADAFUBG00009635,AFUB_097330,CADAFUAG00001555,AFUA_6G00196,conserved hypothetical protein; encoded by transcript AFUB_097330A,"Afu6g00196 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009636,AFUB_097337,CADAFUAG00001494,AFUA_6G00193,hypothetical protein; encoded by transcript AFUB_097337A,"Afu6g00193 (Alt. Locus), hypothetical protein"
CADAFUBG00009637,AFUB_097338,CADAFUAG00001513,AFUA_6G00190,hypothetical protein; encoded by transcript AFUB_097338A,"Afu6g00190 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009638,AFUB_097339,CADAFUAG00001530,AFUA_6G00180,hypothetical protein; encoded by transcript AFUB_097339A,"Afu6g00180 (Alt. Locus), hypothetical protein"
CADAFUBG00009639,AFUB_097340,CADAFUAG00001491,AFUA_6G00160,Ser/Thr protein phosphatase family protein; encoded by transcript AFUB_097340A,"Afu6g00160 (Alt. Locus), Ser/Thr protein phosphatase family protein"
CADAFUBG00009640,AFUB_097350,,,conserved hypothetical protein; encoded by transcript AFUB_097350A,
CADAFUBG00009641,AFUB_097360,CADAFUAG00001514,AFUA_6G00140,hypothetical protein; encoded by transcript AFUB_097360A,"Afu6g00140 (Alt. Locus), hypothetical protein"
CADAFUBG00009642,AFUB_097370,CADAFUAG00001508,AFUA_6G00130,"MFS transporter, putative; encoded by transcript AFUB_097370A","Afu6g00130 (Alt. Locus), MFS transporter, putative"
CADAFUBG00009643,AFUB_097380,CADAFUAG00001512,AFUA_6G00120,"C6 transcription factor, putative; encoded by transcript AFUB_097380A","Afu6g00120 (Alt. Locus), C6 transcription factor, putative"
CADAFUBG00009644,AFUB_097390,CADAFUAG00001551,AFUA_6G00110,dihydrodipicolinate synthase family protein; encoded by transcript AFUB_097390A,"Afu6g00110 (Alt. Locus), dihydrodipicolinate synthetase family protein, (4.2.1.-)"
CADAFUBG00009645,AFUB_097400,,,hypothetical protein; encoded by transcript AFUB_097400A,
CADAFUBG00009646,AFUB_097410,,,hypothetical protein; encoded by transcript AFUB_097410A,
CADAFUBG00009647,AFUB_097420,,,"Pfs, NACHT and Ankyrin domain protein; encoded by transcript AFUB_097420A contains Pfs, NACHT and five Ankyrin domains",
CADAFUBG00009648,AFUB_097430,,,conserved hypothetical protein; encoded by transcript AFUB_097430A similar to multifunctional cyclin-dependent kinase PHO85; Ypl110cp (GI:6325147) [Saccharomyces cerevisiae],
CADAFUBG00009649,AFUB_097440,,,hypothetical protein; encoded by transcript AFUB_097440A,
CADAFUBG00009650,AFUB_097450,,,hypothetical protein; encoded by transcript AFUB_097450A,
CADAFUBG00009651,AFUB_097460,,,hypothetical protein; encoded by transcript AFUB_097460A,
CADAFUBG00009652,AFUB_097470,,,conserved hypothetical protein; encoded by transcript AFUB_097470A,
CADAFUBG00009653,AFUB_097480,CADAFUAG00009242,AFUA_1G00200,F-box domain and ankyrin repeat protein; encoded by transcript AFUB_097480A,"Afu1g00200 (Alt. Locus), F-box domain and ankyrin repeat protein, similar to Ankyrin 1; Erythrocyte ankyrin; Ankyrin R (Swiss-Prot:P16157) (Homo sapiens)"
CADAFUBG00009654,AFUB_097490,,,conserved hypothetical protein; encoded by transcript AFUB_097490A,
CADAFUBG00009655,AFUB_097500,,,conserved hypothetical protein; encoded by transcript AFUB_097500A,
CADAFUBG00009656,AFUB_097510,,,"alpha-1,3-glucanase/mutanase, putative; encoded by transcript AFUB_097510A",
CADAFUBG00009657,AFUB_097520,,,hypothetical protein; encoded by transcript AFUB_097520A,
CADAFUBG00009658,AFUB_097530,,,conserved hypothetical protein; encoded by transcript AFUB_097530A,
CADAFUBG00009659,AFUB_097540,,,conserved hypothetical protein; encoded by transcript AFUB_097540A,
CADAFUBG00009660,AFUB_097550,,,hypothetical protein; encoded by transcript AFUB_097550A,
CADAFUBG00009661,AFUB_097560,,,hypothetical protein; encoded by transcript AFUB_097560A,
CADAFUBG00009662,AFUB_097570,,,hypothetical protein; encoded by transcript AFUB_097570A,
CADAFUBG00009663,AFUB_097580,CADAFUAG00007369,AFUA_1G16020,conserved hypothetical protein; encoded by transcript AFUB_097580A,"Afu1g16020 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009664,AFUB_097590,,,C2H2 finger domain protein; encoded by transcript AFUB_097590A,
CADAFUBG00009665,AFUB_097600,CADAFUAG00008778,AFUA_1G00170,DUF614 cysteine-rich domain protein; encoded by transcript AFUB_097600A,"Afu1g00170 (Alt. Locus), DUF614 domain protein"
CADAFUBG00009666,AFUB_097610,CADAFUAG00008833,AFUA_1G00160,conserved hypothetical protein; encoded by transcript AFUB_097610A,"Afu1g00160 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009667,AFUB_097620,,,hypothetical protein; encoded by transcript AFUB_097620A,
CADAFUBG00009668,AFUB_097630,,,hypothetical protein; encoded by transcript AFUB_097630A,
CADAFUBG00009669,AFUB_097640,,,hypothetical protein; encoded by transcript AFUB_097640A,
CADAFUBG00009670,AFUB_097650,CADAFUAG00009594,AFUA_7G08520,hypothetical protein; encoded by transcript AFUB_097650A,"Afu7g08520 (Alt. Locus), hypothetical protein"
CADAFUBG00009671,AFUB_097660,,,hypothetical protein; encoded by transcript AFUB_097660A,
CADAFUBG00009672,AFUB_097670,CADAFUAG00009492,AFUA_7G08530,conserved hypothetical protein; encoded by transcript AFUB_097670A,"Afu7g08530 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009673,AFUB_097680,,,Ankyrin repeat protein; encoded by transcript AFUB_097680A,
CADAFUBG00009674,AFUB_097690,,,hypothetical protein; encoded by transcript AFUB_097690A,
CADAFUBG00009675,AFUB_097700,CADAFUAG00009680,AFUA_7G08560,conserved hypothetical protein; encoded by transcript AFUB_097700A,"Afu7g08560 (Alt. Locus), hypothetical protein"
CADAFUBG00009676,AFUB_097710,CADAFUAG00009398,AFUA_7G08570,conserved hypothetical protein; encoded by transcript AFUB_097710A,"Afu7g08570 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009677,AFUB_097720,CADAFUAG00009604,AFUA_7G08575,hypothetical protein; encoded by transcript AFUB_097720A similar to heat shock 70 kDa protein 12A (GI:33112639) [Homo sapiens] PUBMED: 12552099,"Afu7g08575 (Alt. Locus), Hsp70 family chaperone, putative, similar to heat shock 70 kDa protein 12A; HspA12A (GI:33112639) (Homo sapiens) PMID: 12552099"
CADAFUBG00009678,AFUB_097730,CADAFUAG00009681,AFUA_7G08580,"dynamin GTPase, putative; encoded by transcript AFUB_097730A","Afu7g08580 (Alt. Locus), dynamin GTPase, putative, similar to p78 protein; Interferon-induced human protein MxA (GI:190136) (Homo sapiens), (3.6.5.5)"
CADAFUBG00009679,AFUB_097740,CADAFUAG00009325,AFUA_7G08590,hypothetical protein; encoded by transcript AFUB_097740A,"Afu7g08590 (Alt. Locus), hypothetical protein"
CADAFUBG00009680,AFUB_097750,CADAFUAG00009592,AFUA_7G08600,hypothetical protein; encoded by transcript AFUB_097750A,"Afu7g08600 (Alt. Locus), hypothetical protein"
CADAFUBG00009681,AFUB_097760,CADAFUAG00009481,AFUA_7G08610,NACHT and Ankyrin domain protein; encoded by transcript AFUB_097760A,"Afu7g08610 (Alt. Locus), Ankyrin repeat protein, contains Ankyrin repeats"
CADAFUBG00009682,AFUB_097770,,,conserved hypothetical protein; encoded by transcript AFUB_097770A,
CADAFUBG00009683,AFUB_097780,,,hypothetical protein; encoded by transcript AFUB_097780A,
CADAFUBG00009684,AFUB_097790,,,hypothetical protein; encoded by transcript AFUB_097790A,
CADAFUBG00009685,AFUB_097800,,,hypothetical protein; encoded by transcript AFUB_097800A,
CADAFUBG00009686,AFUB_097810,,,hypothetical protein; encoded by transcript AFUB_097810A,
CADAFUBG00009687,AFUB_097820,,,hypothetical protein; encoded by transcript AFUB_097820A,
CADAFUBG00009688,AFUB_097830,,,hypothetical protein; encoded by transcript AFUB_097830A,
CADAFUBG00009689,AFUB_097840,,,hypothetical protein; encoded by transcript AFUB_097840A,
CADAFUBG00009690,AFUB_097850,,,"Pfs, NACHT and Ankyrin domain protein; encoded by transcript AFUB_097850A",
CADAFUBG00009691,AFUB_097860,,,hypothetical protein; encoded by transcript AFUB_097860A,
CADAFUBG00009692,AFUB_097870,,,hypothetical protein; encoded by transcript AFUB_097870A,
CADAFUBG00009693,AFUB_097880,,,conserved hypothetical protein; encoded by transcript AFUB_097880A,
CADAFUBG00009694,AFUB_097890,,,hypothetical protein; encoded by transcript AFUB_097890A,
CADAFUBG00009695,AFUB_097900,,,hypothetical protein; encoded by transcript AFUB_097900A,
